batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 11:46:43 EDT,all,IWM,247.6,160,134835.0,412544.0,3.06,-44790.11,11712994.0,44772822.0,-33059828.0,0.3929,0.3838,-0.0091,2.53,2.088,0.3325,-0.8471,9.31
1,2026-03-18 11:46:43 EDT,all,QQQ,600.33,323,717104.0,908696.0,1.267,-6979.73,101815212.0,186870428.0,-85055216.0,0.3678,0.2647,-0.1031,3.95,1.435,0.1793,-0.2869,6.57
1,2026-03-18 11:46:43 EDT,all,SPXW,6679.63,573,321988.0,520270.0,1.616,-495.78,318994082.0,729957038.0,-410962955.0,0.2389,0.249,0.0101,37.7,1.891,-0.0279,-0.3772,2.69
1,2026-03-18 11:46:43 EDT,all,SPY,666.84,380,1137581.0,1550475.0,1.363,-22162.44,163328816.0,330983822.0,-167655006.0,0.2731,0.438,0.165,3.85,1.431,-0.0065,-0.1517,6.06
1,2026-03-18 11:46:43 EDT,all,TLT,87.24,52,13001.0,9742.0,0.749,14430.85,351752.0,408718.0,-56965.0,0.189,0.1499,-0.0391,0.42,20.114,0.27,0.027,15.72
2,2026-03-18 11:47:13 EDT,all,IWM,247.77,157,135337.0,412962.0,3.051,-44348.27,12299646.0,42875825.0,-30576180.0,0.3847,0.3808,-0.0039,2.5,2.027,0.0064,-0.519,9.31
2,2026-03-18 11:47:13 EDT,all,QQQ,600.42,303,718185.0,912818.0,1.271,-7093.01,101641897.0,184635300.0,-82993402.0,0.2924,0.287,-0.0054,3.95,1.569,0.0139,0.0191,6.57
2,2026-03-18 11:47:13 EDT,all,SPXW,6677.26,580,309685.0,527693.0,1.704,-503.28,322024500.0,738525028.0,-416500528.0,0.2475,0.2452,-0.0023,38.6,2.193,0.027,-0.0444,2.69
2,2026-03-18 11:47:13 EDT,all,SPY,666.79,383,1140878.0,1561544.0,1.369,-22279.27,164134136.0,342590996.0,-178456860.0,0.2775,0.4423,0.1648,3.9,1.38,0.0016,-0.245,6.05
2,2026-03-18 11:47:13 EDT,all,TLT,87.24,53,13051.0,10391.0,0.796,14098.63,352275.0,457532.0,-105258.0,0.1884,0.1545,-0.034,0.42,19.748,0.215,0.1241,15.82
3,2026-03-18 11:47:39 EDT,all,IWM,247.91,159,135392.0,413599.0,3.055,-44158.88,12820262.0,41690426.0,-28870164.0,0.3838,0.3825,-0.0014,2.48,2.056,-0.2304,0.2085,9.3
3,2026-03-18 11:47:39 EDT,all,QQQ,600.79,300,725288.0,914720.0,1.261,-7871.97,108860417.0,172733256.0,-63872839.0,0.2431,0.309,0.0659,3.86,1.498,-0.0027,-0.1898,6.58
3,2026-03-18 11:47:39 EDT,all,SPXW,6679.59,569,325345.0,527903.0,1.623,-491.53,340717675.0,695385095.0,-354667420.0,0.2432,0.2435,0.0002,38.05,2.01,0.0569,0.3578,2.69
3,2026-03-18 11:47:39 EDT,all,SPY,667.14,371,1141363.0,1558947.0,1.366,-21641.16,173844620.0,321411570.0,-147566950.0,0.2164,0.5024,0.286,3.86,1.409,0.0148,0.225,6.05
3,2026-03-18 11:47:39 EDT,all,TLT,87.24,54,13183.0,10508.0,0.797,9994.46,352650.0,519516.0,-166867.0,0.1845,0.1555,-0.029,0.42,19.311,0.1934,0.0208,15.8
4,2026-03-18 11:48:06 EDT,all,IWM,247.92,159,135656.0,415334.0,3.062,-44095.9,12972032.0,41777625.0,-28805594.0,0.3841,0.3825,-0.0016,2.5,2.096,-0.1648,0.3282,9.3
4,2026-03-18 11:48:06 EDT,all,QQQ,600.87,312,728001.0,916340.0,1.259,-7337.66,111184472.0,169442476.0,-58258004.0,0.2534,0.3066,0.0532,3.86,1.518,-0.1516,0.0782,6.59
4,2026-03-18 11:48:06 EDT,all,SPXW,6682.26,570,326230.0,520149.0,1.594,-476.07,360849735.0,662351672.0,-301501938.0,0.2426,0.2434,0.0007,37.95,2.062,0.0775,-0.0349,2.69
4,2026-03-18 11:48:06 EDT,all,SPY,667.26,376,1144284.0,1562914.0,1.366,-21491.67,178641292.0,313597906.0,-134956614.0,0.2153,0.5182,0.3029,3.86,1.405,-0.049,-0.3183,6.05
4,2026-03-18 11:48:06 EDT,all,TLT,87.24,53,13191.0,10444.0,0.792,9000.2,355415.0,414384.0,-58968.0,0.1904,0.1518,-0.0386,0.42,20.143,0.2346,0.0749,15.62
5,2026-03-18 11:48:33 EDT,all,IWM,247.86,157,135862.0,415250.0,3.056,-44191.19,12673148.0,42792026.0,-30118878.0,0.3882,0.3814,-0.0068,2.49,2.092,-0.1821,-0.155,9.3
5,2026-03-18 11:48:33 EDT,all,QQQ,600.83,310,728692.0,916761.0,1.258,-7350.87,110519557.0,171526839.0,-61007282.0,0.2619,0.2866,0.0247,3.88,1.459,0.1288,0.0133,6.59
5,2026-03-18 11:48:33 EDT,all,SPXW,6681.36,566,326343.0,522412.0,1.601,-480.95,347557768.0,694641658.0,-347083890.0,0.2404,0.2455,0.0051,37.9,2.194,0.0259,-0.0035,2.69
5,2026-03-18 11:48:33 EDT,all,SPY,667.17,368,1145782.0,1565491.0,1.366,-21571.76,176424925.0,319685431.0,-143260506.0,0.216,0.4937,0.2777,3.86,1.374,-0.2148,-0.1066,6.05
5,2026-03-18 11:48:33 EDT,all,TLT,87.24,53,13183.0,11050.0,0.838,4439.88,351260.0,522957.0,-171697.0,0.186,0.1535,-0.0325,0.42,19.76,0.3181,0.0495,15.75
6,2026-03-18 11:48:59 EDT,all,IWM,247.75,158,136175.0,415409.0,3.051,-44261.84,12434212.0,43656530.0,-31222318.0,0.3906,0.382,-0.0086,2.5,2.037,-0.0756,-0.5114,9.3
6,2026-03-18 11:48:59 EDT,all,QQQ,600.58,308,721364.0,916637.0,1.271,-7046.92,106267989.0,178354526.0,-72086537.0,0.3109,0.2694,-0.0415,3.9,1.428,0.1202,0.0793,6.57
6,2026-03-18 11:48:59 EDT,all,SPXW,6680.36,570,326774.0,522002.0,1.597,-485.25,346797608.0,696399288.0,-349601680.0,0.2449,0.2444,-0.0004,38.05,2.362,-0.0205,-0.0765,2.68
6,2026-03-18 11:48:59 EDT,all,SPY,667.05,364,1147190.0,1565270.0,1.364,-21664.99,172941032.0,322963336.0,-150022304.0,0.2234,0.4565,0.2331,3.87,1.382,0.0078,-0.1199,6.06
6,2026-03-18 11:48:59 EDT,all,TLT,87.23,54,13192.0,11693.0,0.886,4273.12,352466.0,574118.0,-221651.0,0.1908,0.1572,-0.0336,0.42,19.205,0.2314,0.0718,15.77
7,2026-03-18 11:49:26 EDT,all,IWM,247.68,159,136432.0,415758.0,3.047,-44436.52,12123783.0,44779650.0,-32655868.0,0.3851,0.3853,0.0002,2.52,2.063,0.1305,-0.8619,9.29
7,2026-03-18 11:49:26 EDT,all,QQQ,600.4,315,722151.0,919407.0,1.273,-7143.81,102896736.0,185453011.0,-82556274.0,0.3141,0.2728,-0.0413,3.95,1.494,-0.116,-0.0488,6.57
7,2026-03-18 11:49:26 EDT,all,SPXW,6678.38,576,327018.0,533102.0,1.63,-498.42,324861048.0,754897308.0,-430036260.0,0.2416,0.249,0.0074,38.3,1.972,-0.0989,-0.1689,2.69
7,2026-03-18 11:49:26 EDT,all,SPY,666.78,387,1149796.0,1564154.0,1.36,-21625.4,166315174.0,338179127.0,-171863953.0,0.2823,0.4724,0.1901,3.89,1.39,0.1084,-0.0719,6.06
7,2026-03-18 11:49:26 EDT,all,TLT,87.23,54,13198.0,11693.0,0.886,4280.17,352072.0,574118.0,-222046.0,0.1908,0.1572,-0.0336,0.42,19.18,0.2577,-0.1086,15.76
8,2026-03-18 11:49:52 EDT,all,IWM,247.69,157,136718.0,415840.0,3.042,-44396.43,12250531.0,44064914.0,-31814383.0,0.3889,0.3824,-0.0065,2.51,1.991,0.1659,0.1918,9.29
8,2026-03-18 11:49:52 EDT,all,QQQ,600.38,316,723331.0,920156.0,1.272,-7178.13,103322452.0,185426373.0,-82103922.0,0.3165,0.2706,-0.0459,3.93,1.431,-0.0401,-0.0821,6.58
8,2026-03-18 11:49:52 EDT,all,SPXW,6677.76,578,327964.0,532121.0,1.622,-499.55,330763105.0,734149062.0,-403385958.0,0.2484,0.2446,-0.0038,38.3,2.456,-0.08,-0.0291,2.69
8,2026-03-18 11:49:52 EDT,all,SPY,666.89,378,1150557.0,1571925.0,1.366,-21702.55,167952368.0,335874598.0,-167922230.0,0.2372,0.4729,0.2358,3.88,1.402,0.1471,-0.044,6.06
8,2026-03-18 11:49:52 EDT,all,TLT,87.23,54,13182.0,11713.0,0.889,3656.23,349402.0,673510.0,-324108.0,0.1802,0.1574,-0.0228,0.42,19.087,0.2225,-0.1306,15.23
9,2026-03-18 11:50:18 EDT,all,IWM,247.71,159,136910.0,415899.0,3.038,-44339.51,12316372.0,43929546.0,-31613174.0,0.3921,0.3805,-0.0116,2.5,2.013,0.4412,0.4589,9.29
9,2026-03-18 11:50:18 EDT,all,QQQ,600.54,312,724348.0,922843.0,1.274,-7202.78,105590802.0,181339548.0,-75748746.0,0.2757,0.2798,0.0041,3.89,1.437,0.0186,0.0376,6.57
9,2026-03-18 11:50:18 EDT,all,SPXW,6678.22,578,328307.0,532709.0,1.623,-497.18,333489608.0,726502055.0,-393012448.0,0.2471,0.2447,-0.0024,38.1,2.259,0.0488,0.098,2.69
9,2026-03-18 11:50:18 EDT,all,SPY,666.9,378,1152663.0,1574041.0,1.366,-21724.86,169615649.0,333852508.0,-164236859.0,0.2354,0.4763,0.2409,3.88,1.396,0.0609,-0.0485,6.06
9,2026-03-18 11:50:18 EDT,all,TLT,87.22,55,13214.0,11074.0,0.838,4441.03,356160.0,528934.0,-172774.0,0.2,0.1531,-0.0469,0.42,19.371,0.1456,-0.111,15.51
10,2026-03-18 11:50:45 EDT,all,IWM,247.57,159,137116.0,416370.0,3.037,-44627.95,11757375.0,45665643.0,-33908268.0,0.3929,0.3824,-0.0105,2.52,2.266,0.1839,-0.5319,9.28
10,2026-03-18 11:50:45 EDT,all,QQQ,600.51,313,725596.0,921220.0,1.27,-7028.14,105521268.0,180537092.0,-75015824.0,0.2943,0.2684,-0.026,3.87,1.472,0.2034,0.1148,6.58
10,2026-03-18 11:50:45 EDT,all,SPXW,6679.3,570,328857.0,524957.0,1.596,-489.93,338514125.0,712317572.0,-373803448.0,0.2438,0.2446,0.0008,37.85,2.307,0.0689,0.4427,2.68
10,2026-03-18 11:50:45 EDT,all,SPY,666.97,376,1153828.0,1578315.0,1.368,-21702.2,170707132.0,331279754.0,-160572622.0,0.2271,0.483,0.2559,3.85,1.398,-0.0147,0.034,6.06
10,2026-03-18 11:50:45 EDT,all,TLT,87.22,54,13215.0,10477.0,0.793,8922.31,356168.0,424253.0,-68086.0,0.2,0.1521,-0.0479,0.42,20.025,0.0644,0.0308,15.43
11,2026-03-18 11:51:11 EDT,all,IWM,247.62,159,137422.0,416423.0,3.03,-44585.6,11955385.0,44885320.0,-32929936.0,0.3925,0.3812,-0.0112,2.5,2.038,0.2293,-0.169,9.28
11,2026-03-18 11:51:11 EDT,all,QQQ,600.52,306,726262.0,922271.0,1.27,-7179.03,105165256.0,179343726.0,-74178470.0,0.2835,0.2693,-0.0142,3.86,1.563,-0.2013,0.0683,6.57
11,2026-03-18 11:51:11 EDT,all,SPXW,6679.27,571,329835.0,524341.0,1.59,-489.56,345148238.0,697308980.0,-352160742.0,0.2471,0.2431,-0.004,37.8,2.188,0.0795,0.3299,2.69
11,2026-03-18 11:51:11 EDT,all,SPY,666.99,373,1156485.0,1579525.0,1.366,-21698.14,171663576.0,330945273.0,-159281696.0,0.2285,0.4728,0.2443,3.86,1.42,-0.0167,-0.206,6.07
11,2026-03-18 11:51:11 EDT,all,TLT,87.22,54,13215.0,10478.0,0.793,8977.32,356164.0,424203.0,-68038.0,0.1999,0.1524,-0.0475,0.42,20.107,0.0566,0.0513,15.43
12,2026-03-18 11:51:38 EDT,all,IWM,247.54,158,137576.0,416580.0,3.028,-44645.67,11745534.0,46001660.0,-34256126.0,0.3898,0.3828,-0.007,2.53,1.977,0.1804,-0.7605,9.27
12,2026-03-18 11:51:38 EDT,all,QQQ,600.41,304,727530.0,923860.0,1.27,-7132.39,102344144.0,184068315.0,-81724171.0,0.2947,0.2664,-0.0283,3.88,1.46,-0.0611,-0.0863,6.58
12,2026-03-18 11:51:38 EDT,all,SPXW,6677.95,578,329978.0,534970.0,1.621,-500.05,329965895.0,748069585.0,-418103690.0,0.2441,0.2479,0.0038,38.2,2.311,-0.1351,-0.2733,2.69
12,2026-03-18 11:51:38 EDT,all,SPY,666.79,383,1157795.0,1575969.0,1.361,-21640.96,167249346.0,339447510.0,-172198164.0,0.2786,0.4615,0.1829,3.89,1.415,-0.0448,-0.1825,6.07
12,2026-03-18 11:51:38 EDT,all,TLT,87.22,57,13218.0,10478.0,0.793,8830.33,356064.0,424225.0,-68160.0,0.3201,0.1528,-0.1673,0.42,20.132,-0.0103,0.0479,15.41
13,2026-03-18 11:52:05 EDT,all,IWM,247.54,160,137807.0,420041.0,3.048,-45015.24,11724076.0,46304599.0,-34580524.0,0.388,0.3891,0.001,2.53,2.066,-0.1638,-0.4732,9.23
13,2026-03-18 11:52:05 EDT,all,QQQ,600.49,329,733680.0,929961.0,1.268,-7235.99,104654183.0,186043698.0,-81389514.0,0.2792,0.385,0.1059,3.92,1.499,0.0259,0.0337,6.6
13,2026-03-18 11:52:05 EDT,all,SPXW,6676.27,580,315419.0,535723.0,1.698,-510.92,321870082.0,768449028.0,-446578945.0,0.2482,0.247,-0.0011,38.5,2.233,0.0156,-0.2315,2.68
13,2026-03-18 11:52:05 EDT,all,SPY,666.71,388,1159661.0,1583020.0,1.365,-21811.1,165415476.0,347711062.0,-182295586.0,0.3054,0.4617,0.1564,3.9,1.439,0.0511,-0.094,6.07
13,2026-03-18 11:52:05 EDT,all,TLT,87.22,54,13222.0,10478.0,0.792,8933.91,356212.0,423597.0,-67386.0,0.199,0.1526,-0.0465,0.42,19.962,0.0694,-0.0028,15.38
14,2026-03-18 11:52:31 EDT,all,IWM,247.66,160,137914.0,416994.0,3.024,-44543.58,12149965.0,44653634.0,-32503668.0,0.3929,0.3802,-0.0127,2.5,1.998,0.1982,0.4028,9.26
14,2026-03-18 11:52:31 EDT,all,QQQ,600.86,330,742269.0,926052.0,1.248,-7791.77,112569126.0,173701802.0,-61132676.0,0.2462,0.4062,0.1599,3.84,1.537,0.1082,0.1385,6.62
14,2026-03-18 11:52:31 EDT,all,SPXW,6680.24,569,332017.0,526033.0,1.584,-483.47,359202095.0,683551575.0,-324349480.0,0.2479,0.2425,-0.0054,37.9,2.355,-0.0081,0.3082,2.68
14,2026-03-18 11:52:31 EDT,all,SPY,667.12,367,1161102.0,1591560.0,1.371,-21617.59,177492964.0,328548468.0,-151055504.0,0.2179,0.4793,0.2614,3.87,1.402,-0.039,0.268,6.07
14,2026-03-18 11:52:31 EDT,all,TLT,87.23,55,13190.0,11716.0,0.888,4609.44,349865.0,577769.0,-227904.0,0.181,0.1618,-0.0191,0.43,19.311,0.0381,0.0077,15.8
